style_id,upc_num,gender,collection,size,description,wholesale_price,retail_price,color,country_of_origin,warranty,band_color,band_material,case_material,clasp_type,dial_color,movement_type,water_resistant,max_cart_qty
ES5173,796483561403,Ladies,Scarlette,32,FOSSIL / LADIES / SCARLETTE 32MM,75.0,150,Silver,Japan - JP,2 - Year International Limited Warranty,Two-Tone,Stainless Steel,Stainless Steel,Fold-Over,Pink,Quartz,50m - 160ft - 5atm,100.0
ES5176SET,796483561199,Ladies,The Andy And Addison Set,30,FOSSIL / LADIES / THE ANDY AND ADDISON SET 30MM,130.0,260,Rose Gold,Japan - JP,2 - Year International Limited Warranty,Two-Tone,Stainless Steel,Stainless Steel,Fold-Over,White,Quartz,30m - 100ft - 3atm,100.0
ES5177,796483561397,Ladies,Carlie,28,FOSSIL / LADIES / CARLIE 28MM,60.0,120,Gold,Japan - JP,2 - Year International Limited Warranty,Pink,Leather,Stainless Steel,Buckle,Multicolor,Quartz,30m - 100ft - 3atm,100.0
ES5178,796483568068,Ladies,Carlie,24,FOSSIL / LADIES / CARLIE 24MM,75.0,150,Rose Gold,Japan - JP,2 - Year International Limited Warranty,Multicolor,Stainless Steel,Stainless Steel,Deployment,Silver,Quartz,50m - 160ft - 5atm,100.0
ES5179SET,796483567436,Ladies,Gabby Set,34,FOSSIL / LADIES / GABBY SET 34MM,75.0,150,Red,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Deployment,Red,Quartz,50m - 160ft - 5atm,100.0
ES5180SET,796483567443,Ladies,Carlie Set,28,FOSSIL / LADIES / CARLIE SET 28MM,75.0,150,Silver,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,Buckle,Silver,Quartz,30m - 100ft - 3atm,100.0
ES5181SET,796483572690,Ladies,Scarlette,32,FOSSIL / LADIES / SCARLETTE 32MM,75.0,150,Silver,Japan - JP,2 - Year International Limited Warranty,Two-Tone,Stainless Steel,Stainless Steel,Fold-Over,Silver,Quartz,50m - 160ft - 5atm,100.0
ES5184,796483570382,Ladies,Scarlette,32,FOSSIL / LADIES / SCARLETTE 32MM,60.0,120,Silver,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Silver,Quartz,50m - 160ft - 5atm,100.0
ES5185,796483570405,Ladies,Jacqueline,36,FOSSIL / LADIES / JACQUELINE 36MM,75.0,150,Rose Gold,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,Fold-Over,Rose Gold,Quartz,30m - 100ft - 3atm,100.0
ES5187,796483570344,Ladies,Carlie,35,FOSSIL / LADIES / CARLIE 35MM,60.0,120,Multi,Japan - JP,2 - Year International Limited Warranty,White,Leather,Stainless Steel,Fold-Over,Multicolor,Quartz,50m - 160ft - 5atm,100.0
ES5188,796483570351,Ladies,Carlie,35,FOSSIL / LADIES / CARLIE 35MM,60.0,120,Multi,Japan - JP,2 - Year International Limited Warranty,Blue,Leather,Stainless Steel,Fold-Over,Multicolor,Quartz,50m - 160ft - 5atm,100.0
ES5189,796483570313,Ladies,Carlie,28,FOSSIL / LADIES / CARLIE 28MM,80.0,160,Pink,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Deployment,Pink,Quartz,50m - 160ft - 5atm,100.0
ES5190,796483570320,Ladies,Carlie,28,FOSSIL / LADIES / CARLIE 28MM,80.0,160,Blue,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Deployment,Blue,Quartz,50m - 160ft - 5atm,100.0
ES5191,796483570368,Ladies,Stella,37,FOSSIL / LADIES / STELLA 37MM,85.0,170,Multi,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Multicolor,Quartz,50m - 160ft - 5atm,100.0
ES5192,796483570375,Ladies,Stella,37,FOSSIL / LADIES / STELLA 37MM,85.0,170,Rose Gold,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,Fold-Over,Multicolor,Quartz,50m - 160ft - 5atm,100.0
ES5193,796483573154,Ladies,Stella,37,FOSSIL / LADIES / STELLA 37MM,75.0,150,Blue,Japan - JP,2 - Year International Limited Warranty,Blue,Plastic,Resin,Fold-Over,Blue,Quartz,50m - 160ft - 5atm,100.0
ES5194,796483570429,Ladies,Everett,44,FOSSIL / LADIES / EVERETT 44MM,85.0,170,Pink,China - CN,2 - Year International Limited Warranty,Pink,Silicone,Nylon,Buckle,Pink,Digital,50m - 160ft - 5atm,100.0
ES5195,796483570436,Ladies,Everett,44,FOSSIL / LADIES / EVERETT 44MM,85.0,170,White,China - CN,2 - Year International Limited Warranty,White,Silicone,Nylon,Buckle,White,Digital,50m - 160ft - 5atm,100.0
ES5196,796483570443,Ladies,Everett,44,FOSSIL / LADIES / EVERETT 44MM,85.0,170,Blue,China - CN,2 - Year International Limited Warranty,Blue,Silicone,Nylon,Buckle,Blue,Digital,50m - 160ft - 5atm,100.0
ES5197,796483573116,Ladies,Scarlette,32,FOSSIL / LADIES / SCARLETTE 32MM,70.0,140,Blue,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Blue,Quartz,50m - 160ft - 5atm,100.0
ES5198,796483573130,Ladies,Scarlette,32,FOSSIL / LADIES / SCARLETTE 32MM,70.0,140,Silver,Japan - JP,2 - Year International Limited Warranty,Two-Tone,Stainless Steel,Stainless Steel,Fold-Over,Silver,Quartz,50m - 160ft - 5atm,100.0
ES5199,796483573147,Ladies,Scarlette,32,FOSSIL / LADIES / SCARLETTE 32MM,70.0,140,Silver,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,Fold-Over,Silver,Quartz,50m - 160ft - 5atm,100.0
ES5200,796483573123,Ladies,Scarlette,32,FOSSIL / LADIES / SCARLETTE 32MM,70.0,140,Silver,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,Fold-Over,Silver,Quartz,50m - 160ft - 5atm,100.0
ES5201,796483573185,Ladies,Carlie,28,FOSSIL / LADIES / CARLIE 28MM,70.0,140,Silver,Japan - JP,2 - Year International Limited Warranty,Two-Tone,Stainless Steel,Stainless Steel,Deployment,Silver,Quartz,50m - 160ft - 5atm,100.0
ES5202,796483573178,Ladies,Carlie,28,FOSSIL / LADIES / CARLIE 28MM,70.0,140,Silver,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,Deployment,Silver,Quartz,50m - 160ft - 5atm,100.0
ES5203,796483573161,Ladies,Carlie,28,FOSSIL / LADIES / CARLIE 28MM,70.0,140,Silver,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,Deployment,Silver,Quartz,50m - 160ft - 5atm,100.0
ES5204,796483569003,Ladies,Minimalist,40,FOSSIL / LADIES / MINIMALIST 40MM,70.0,140,Black,Japan - JP,2 - Year International Limited Warranty,Multicolor,Plastic,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,100.0
ES5205,796483573192,Ladies,Carlie,28,FOSSIL / LADIES / CARLIE 28MM,65.0,130,Blue,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Blue,Quartz,50m - 160ft - 5atm,100.0
FS4487,691464419547,Mens,Machine,45,FOSSIL / MENS / MACHINE,80.0,160,Black,Japan - JP,2 - Year International Limited Warranty,Black,Silicone,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0
FS4487IE,796483423152,Mens,Machine,45,FOSSIL / MENS / MACHINE 45MM,80.0,160,Black,Japan - JP,2 - Year International Limited Warranty,Black,Silicone,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,10000.0
FS4552,691464571498,Mens,Machine,45,FOSSIL / MENS / MACHINE,90.0,180,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0
FS4552IE,796483423145,Mens,Machine,45,FOSSIL / MENS / MACHINE 45MM,90.0,180,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,Fold-Over,Black,Quartz,50m - 160ft - 5atm,10000.0
FS4656,691464760861,Mens,Machine,42,FOSSIL / MENS / MACHINE,80.0,160,Brown,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Brown,Quartz,50m - 160ft - 5atm,10000.0
FS4656IE,796483423138,Mens,Machine,42,FOSSIL / MENS / MACHINE 42MM,80.0,160,Black,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,10000.0
FS4662,691464761073,Mens,Machine,45,FOSSIL / MENS / MACHINE,84.5,169,Black,Japan - JP,2 - Year International Limited Warranty,Grey,Stainless Steel,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0
FS4682,691464805722,Mens,Machine,42,FOSSIL / MENS / MACHINE,90.0,180,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0
FS4682IE,796483423114,Mens,Machine,42,FOSSIL / MENS / MACHINE 42MM,90.0,180,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0
FS4721,691464888763,Mens,Carlie,45,FOSSIL / MENS / DEAN,84.5,169,Black,Japan - JP,2 - Year International Limited Warranty,Grey,Stainless Steel,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0
FS4735,691464920807,Mens,Grant,44,FOSSIL / GENTS / GRANT 44MM,70.0,140,Silver,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Cream,Quartz,50m - 160ft - 5atm,100.0
FS4735IE,796483390621,Mens,Grant,44,FOSSIL / MENS / GRANT 44MM,70.0,140,White,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
FS4736,691464920814,Mens,Grant,44,FOSSIL / GENTS / GRANT 44MM,80.0,160,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Deployment,Black,Quartz,50m - 160ft - 5atm,100.0
FS4736IE,796483294660,Mens,Grant,44,FOSSIL / MENS / GRANT 44MM,80.0,160,Black,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0
FS4774,691464948122,Mens,Machine,42,FOSSIL / MENS / MACHINE,75.0,150,Grey,Japan - JP,2 - Year International Limited Warranty,Grey,Stainless Steel,Stainless Steel,No clasp type reported,Grey,Quartz,50m - 160ft - 5atm,10000.0
FS4774IE,796483492974,Mens,Machine,42,FOSSIL / MENS / MACHINE 42,75.0,150,Smoke,Japan - JP,2 - Year International Limited Warranty,Grey,Stainless Steel,Stainless Steel,Fold-Over,Black,No movement type reported,50m - 160ft - 5atm,100.0
FS4775,691464948139,Mens,Machine,42,FOSSIL / MENS / MACHINE,75.0,150,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0
FS4775IE,796483492981,Mens,Machine,42,FOSSIL / GENTS / MACHINE 42MM,75.0,150,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,Deployment,Black,Quartz,50m - 160ft - 5atm,100.0
FS4795,691464976194,Mens,Dean,45,FOSSIL / MENS / DEAN,84.5,169,White,Japan - JP,2 - Year International Limited Warranty,Two-Tone,Stainless Steel,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
FS4795IE,796483523609,Mens,Dean,45,FOSSIL / MENS / DEAN 45MM,90.0,180,Two-tone,Japan - JP,2 - Year International Limited Warranty,Two-Tone,Stainless Steel,Stainless Steel,613,Silver,Quartz,50m - 160ft - 5atm,10000.0
FS4812,796483008182,Mens,Grant,44,FOSSIL / GENTS / GRANT 44MM,70.0,140,Silver,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,100.0
FS4812IE,796483294677,Mens,Grant,44,FOSSIL / MENS / GRANT 44MM,70.0,140,Black,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0
FS4813,796483007390,Mens,Grant,44,FOSSIL / GENTS / GRANT 44MM,70.0,140,Black,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,100.0
FS4813IE,796483390614,Mens,Grant,44,FOSSIL / MENS / GRANT 44MM,70.0,140,Black,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0
FS4835,796483033290,Mens,Grant,44,FOSSIL / MENS / GRANT,80.0,160,Blue,Japan - JP,2 - Year International Limited Warranty,Blue,Leather,Stainless Steel,Buckle,Blue,Quartz,50m - 160ft - 5atm,10000.0
FS4835IE,796483390638,Mens,Grant,44,FOSSIL / MENS / GRANT 44MM,80.0,160,Blue,Japan - JP,2 - Year International Limited Warranty,Blue,Leather,Stainless Steel,No clasp type reported,Blue,Quartz,50m - 160ft - 5atm,100.0
FS4866,796483048133,Mens,Townsman,48,FOSSIL / MENS / TOWNSMAN,67.5,135,Black,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0
FS4867,796483051386,Mens,Dean,45,FOSSIL / MENS / DEAN,84.5,169,Gold,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,No clasp type reported,Gold,Quartz,50m - 160ft - 5atm,10000.0
FS4867IE,796483492998,Mens,Deam,45,FOSSIL / MENS / DEAM 45MM,90.0,180,Gold,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,Fold-Over,Champagne,Quartz,50m - 160ft - 5atm,100.0
FS4931,796483100305,Mens,Machine,45,FOSSIL / MENS / MACHINE,90.0,180,Black,Japan - JP,2 - Year International Limited Warranty,Grey,Stainless Steel,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0
FS4991,796483138483,Mens,Grant,44,FOSSIL / MENS / GRANT,74.5,149,Gold,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Gold,Quartz,50m - 160ft - 5atm,10000.0
FS4991IE,796483390676,Mens,Grant,44,FOSSIL / MENS / GRANT 44MM,74.5,149,Gold,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Gold,Quartz,50m - 160ft - 5atm,10000.0
FS5061,796483168312,Mens,Grant,44,FOSSIL / MENS / GRANT,74.5,149,Grey,Japan - JP,2 - Year International Limited Warranty,Blue,Leather,Stainless Steel,No clasp type reported,Grey,Quartz,50m - 160ft - 5atm,10000.0
FS5061IE,796483390652,Mens,Grant,44,FOSSIL / MENS / GRANT 44MM,80.0,160,Blue,Japan - JP,2 - Year International Limited Warranty,Blue,Leather,Stainless Steel,Buckle,Blue,Quartz,50m - 160ft - 5atm,10000.0
FS5068IE,796483391413,Mens,Grant,44,FOSSIL / MENS / GRANT 44MM,72.5,145,Blue,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Blue,Quartz,50m - 160ft - 5atm,10000.0
FS5132,796483211667,Mens,Grant,45,FOSSIL / MENS / GRANT,72.5,145,Black,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0
FS5132IE,796483390645,Mens,Grant,45,FOSSIL / MENS / GRANT 45MM,74.5,149,Smoke,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,613,Black,Quartz,50m - 160ft - 5atm,10000.0
FS5151,796483226401,Mens,Grant,44,FOSSIL / MENS / GRANT,80.0,160,Blue,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Blue,Quartz,50m - 160ft - 5atm,10000.0
FS5210,796483268821,Mens,Grant,44,FOSSIL / MENS / GRANT,70.0,140,Blue,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Blue,Quartz,50m - 160ft - 5atm,10000.0
FS5210IE,796483390669,Mens,Grant,44,FOSSIL / MENS / GRANT 44MM,70.0,140,Blue,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Blue,Quartz,50m - 160ft - 5atm,10000.0
FS5219,796483280854,Mens,Poptastic,44,FOSSIL / MENS / POPTASTIC,47.5,95,Blue,Japan - JP,2 - Year International Limited Warranty,Blue,Acetate,Polyurethane,No clasp type reported,Blue,Quartz,50m - 160ft - 5atm,10000.0
FS5230,796483270145,Mens,Grant,44,FOSSIL / MENS / GRANT,87.5,175,Blue,Japan - JP,2 - Year International Limited Warranty,Blue,Stainless Steel,Stainless Steel,No clasp type reported,Blue,Quartz,50m - 160ft - 5atm,10000.0
FS5231,796483282421,Mens,Machine,42,FOSSIL / MENS / MACHINE,62.5,125,Blue,Japan - JP,2 - Year International Limited Warranty,Blue,Stainless Steel,Stainless Steel,Deployment,Blue,Quartz,50m - 160ft - 5atm,10000.0
FS5237,796483289482,Mens,Grant Sport,44,FOSSIL / MENS / GRANT,74.5,149,Blue,Japan - JP,2 - Year International Limited Warranty,Blue,Leather,Stainless Steel,No clasp type reported,Blue,Quartz,50m - 160ft - 5atm,10000.0
FS5241,796483289468,Mens,Grant,44,FOSSIL / MENS / GRANT,74.5,149,Black,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0
FS5242,796483289475,Mens,Grant,44,FOSSIL / MENS / GRANT,67.5,135,Red,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,Buckle,Red,Quartz,50m - 160ft - 5atm,10000.0
FS5251SET,796483283916,Mens,Machine,42,FOSSIL / MENS / MACHINE,85.0,170,Brown,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Brown,Quartz,50m - 160ft - 5atm,10000.0
FS5254,796483289451,Mens,Grant Sport,44,FOSSIL / MENS / GRANT,62.5,125,Black,Japan - JP,2 - Year International Limited Warranty,Black,Silicone,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0
FS5264,796483314146,Mens,Machine,42,FOSSIL / MENS / MACHINE,75.0,150,Gold,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,No clasp type reported,Gold,Quartz,50m - 160ft - 5atm,10000.0
FS5264IE,796483493001,Mens,Machine,42,FOSSIL / MENS / MACHINE 42MM,64.5,129,Gold,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,613,Champagne,Quartz,50m - 160ft - 5atm,10000.0
FS5268,796483314610,Mens,Grant Sport,44,FOSSIL / MENS / GRANT SPORT,74.5,149,Blue,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Blue,Quartz,50m - 160ft - 5atm,10000.0
FS5274,796483314702,Mens,The Commuter 3h Date,42,FOSSIL / MENS / THE COMMUTER,57.5,115,Blue,Japan - JP,2 - Year International Limited Warranty,Blue,Leather,Stainless Steel,No clasp type reported,Blue,Quartz,50m - 160ft - 5atm,10000.0
FS5275,796483314719,Mens,The Commuter 3h Date,42,FOSSIL / MENS / THE COMMUTER,47.5,95,Silver,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Silver,Quartz,50m - 160ft - 5atm,10000.0
FS5276,796483314726,Mens,The Commuter 3h Date,42,FOSSIL / MENS / THE COMMUTER,59.5,119,Grey,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Grey,Quartz,50m - 160ft - 5atm,10000.0
FS5279,796483314504,Mens,44mm Townsman,44,FOSSIL / MENS / TOWNSMAN,80.0,160,Blue,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Blue,Quartz,50m - 160ft - 5atm,10000.0
FS5280,796483314511,Mens,44mm Townsman,44,FOSSIL / MENS / TOWNSMAN,67.5,135,Black,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0
FS5304,796483327986,Mens,The Minimalist 3h,44,FOSSIL / MENS / THE MINIMALIST,65.0,130,Black,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0
FS5305,796483327979,Mens,The Minimalist 3h,44,FOSSIL / MENS / THE MINIMALIST,65.0,130,Black,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0
FS5306,796483327993,Mens,The Minimalist 3h,44,FOSSIL / MENS / THE MINIMALIST,57.5,115,Tan,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Tan,Quartz,50m - 160ft - 5atm,10000.0
FS5307,796483328013,Mens,The Minimalist 3h,44,FOSSIL / MENS / THE MINIMALIST,69.5,139,Black,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0
FS5308,796483328006,Mens,The Minimalist 3h,44,FOSSIL / MENS / THE MINIMALIST,75.0,150,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0
FS5325,796483314733,Mens,The Commuter 3h Date,42,FOSSIL / MENS / THE COMMUTER,49.5,99,Blue,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Blue,Quartz,50m - 160ft - 5atm,10000.0
FS5328,796483328020,Mens,The Commuter 3h Date,42,FOSSIL / MENS / THE COMMUTER,47.5,95,Grey,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Grey,Quartz,50m - 160ft - 5atm,10000.0
FS5338,796483329904,Mens,Townsman,44,FOSSIL / MENS / TOWNSMAN,77.5,155,Black,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0
FS5339,796483334069,Mens,Dean,45,FOSSIL / MENS / DEAN,72.5,145,Champagne,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,No clasp type reported,Champagne,Quartz,50m - 160ft - 5atm,10000.0
FS5340,796483334656,Mens,Machine,42,FOSSIL / MENS / MACHINE 42MM,54.5,109,Blue,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,No clasp type reported,Blue,Quartz,50m - 160ft - 5atm,10000.0
FS5341,796483342491,Mens,The Commuter,42,FOSSIL / MENS / THE COMMUTER 42MM,62.5,125,Grey,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Grey,Quartz,50m - 160ft - 5atm,10000.0
FS5344,796483342477,Mens,Grant,44,FOSSIL / MENS / GRANT 44MM,72.5,145,Grey,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Grey,Quartz,50m - 160ft - 5atm,10000.0
FS5349,796483344549,Mens,Townsman,44,FOSSIL / MENS / TOWNSMAN 44MM,87.5,175,Black,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Deployment,Black,Quartz,50m - 160ft - 5atm,10000.0
FS5350,796483342507,Mens,44mm Townsman,44,FOSSIL / MENS / TOWNSMAN 44MM,67.5,135,Cream,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Cream,Quartz,50m - 160ft - 5atm,10000.0
FS5370,796483344181,Mens,Machine,42,FOSSIL / MENS / MACHINE 42MM,67.5,135,Brown,Japan - JP,2 - Year International Limited Warranty,Brown,Stainless Steel,Stainless Steel,No clasp type reported,Brown,Quartz,50m - 160ft - 5atm,10000.0
FS5371,796483344167,Mens,The Minimalist,44,FOSSIL / MENS / THE MINIMALIST 44MM,59.5,119,White,Japan - JP,2 - Year International Limited Warranty,Blue,Leather,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
FS5376,796483358089,Mens,The Minimalist,44,FOSSIL / MENS / THE MINIMALIST 44MM,57.5,115,Black,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0
FS5377,796483353152,Mens,The Minimalist,44,FOSSIL / MENS / THE MINIMALIST 44MM,67.5,135,Blue,Japan - JP,2 - Year International Limited Warranty,Grey,Stainless Steel,Stainless Steel,No clasp type reported,Blue,Quartz,50m - 160ft - 5atm,10000.0
FS5378,796483353169,Mens,44mm Townsman,44,FOSSIL / MENS / TOWNSMAN 44MM,77.5,155,Blue,Japan - JP,2 - Year International Limited Warranty,Grey,Leather,Stainless Steel,No clasp type reported,Blue,Quartz,50m - 160ft - 5atm,10000.0
FS5379,796483358102,Mens,44mm Townsman,44,FOSSIL / MENS / TOWNSMAN 44MM,87.5,175,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0
FS5380,796483354913,Mens,Neutra Chrono,44,FOSSIL / MENS / NEUTRA CHRONO 44MM,80.0,160,White,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
FS5381,796483354920,Mens,Neutra Chrono,44,FOSSIL / MENS / NEUTRA CHRONO 44MM,80.0,160,Black,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0
FS5384,796483354951,Mens,Neutra Chrono,44,FOSSIL / MENS / NEUTRA CHRONO 44MM,90.0,180,Black,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0
FS5385,796483354968,Mens,Neutra Chrono,44,FOSSIL / MENS / NEUTRA CHRONO 44MM,82.5,165,White,Japan - JP,2 - Year International Limited Warranty,Two-Tone,Stainless Steel,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
FS5387,796483358126,Mens,The Commuter 3h Date,42,FOSSIL / MENS / THE COMMUTER 3H DATE 42MM,57.5,115,Champagne,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,No clasp type reported,Champagne,Quartz,50m - 160ft - 5atm,10000.0
FS5388,796483353121,Mens,Machine Chrono,45,FOSSIL / MENS / MACHINE 42MM,77.5,155,Blue,Japan - JP,2 - Year International Limited Warranty,Grey,Leather,Stainless Steel,No clasp type reported,Blue,Quartz,50m - 160ft - 5atm,10000.0
FS5391,796483358171,Mens,The Commuter,42,FOSSIL / MENS / THE COMMUTER 42MM,57.5,115,Black,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Black,Quartz,50m - 160ft - 5atm,10000.0
