style_id,upc_num,priority,case,availability,qty_on_hand,qty_on_order,qty_total,qty_sales_order,qty_sold_last_6m,qty_avg/mo,months_of_supply,wholesale_price_x,cte_cost,qty_cte_cost,status,2015,2016,2017,2018,2019,2020,2021,2022-01,2022-02,2022-03,2022-04,qt_sales_order,total_sales_2022,qt_on_hand,monthly_avg_2022,wholesale_price_y,color,country_of_origin,warranty,band_color,band_material,case_material,clasp_type,dial_color,movement_type,water_resistant,max_cart_qty,case_size,gender,retail_price,collection
FS5843,796483534469,C,40MM,Delivery more than 6 weeks,0.0,0,0.0,30.0,0,0.0,0.0,50.0,35.0,1050.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,Gold,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,Safety,Digital,Digital,50m - 160ft - 5atm,100.0,40.0,Mens,100.0,Retro digital
FS5844,796483534476,C,40MM,Delivery more than 6 weeks,0.0,0,0.0,20.0,0,0.0,0.0,50.0,35.0,700.0,2021H2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Safety,Digital,Digital,50m - 160ft - 5atm,100.0,40.0,Mens,100.0,Retro digital
FS5846,796483534483,C,40MM,Delivery more than 6 weeks,0.0,0,0.0,15.0,0,0.0,0.0,50.0,35.0,525.0,2021H2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,70.0,Gunmetal,Japan - JP,2 - Year International Limited Warranty,Gunmetal,Stainless Steel,Stainless Steel,Safety,Digital,Digital,50m - 160ft - 5atm,100.0,40.0,Mens,100.0,Retro digital
FS5847,796483545922,C,42MM,Available,20.0,0,20.0,0.0,20,3.3333333333333335,6.0,90.0,62.99999999999999,0.0,2021H3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,9.0,3.0,0.0,0.0,17.0,20.0,4.25,125.99999999999999,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Black,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,180.0,The minimalist chrono
FS5848,796483545939,C,42MM,Available,35.0,0,35.0,0.0,5,0.8333333333333334,42.0,90.0,62.99999999999999,0.0,2021H3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,35.0,0.75,125.99999999999999,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,Fold-Over,Black,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,180.0,The minimalist chrono
FS5849,796483545946,C,42MM,Available,11.0,0,11.0,0.0,9,1.5,7.333333333333333,80.0,56.0,0.0,2021H3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,9.0,11.0,2.25,112.0,Silver,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Cream,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,160.0,The minimalist chrono
FS5850,796483545953,C,42MM,Available,16.0,0,16.0,0.0,14,2.3333333333333335,6.857142857142857,80.0,56.0,0.0,2021H3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,14.0,16.0,3.5,112.0,Silver,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Blue,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,160.0,The minimalist chrono
FS5851,796483545151,C,44MM,Available,19.0,0,19.0,5.0,28,4.666666666666667,5.142857142857142,100.0,70.0,350.0,2021H3,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,6.0,4.0,1.0,2.0,12.0,19.0,3.0,140.0,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,Clasp,Black,Quartz,50m - 160ft - 5atm,100.0,44.0,Mens,200.0,Bronson
FS5852,796483545168,C,44MM,Available,24.0,0,24.0,5.0,36,6.0,4.833333333333333,100.0,70.0,350.0,2021H3,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,9.0,1.0,1.0,10.0,24.0,2.5,140.0,Gray,Japan - JP,2 - Year International Limited Warranty,Grey,Stainless Steel,Stainless Steel,Clasp,Black,Quartz,50m - 160ft - 5atm,100.0,44.0,Mens,200.0,Bronson
FS5853,796483545175,C,44MM,Available,19.0,0,19.0,5.0,30,5.0,4.8,100.0,70.0,350.0,2021H3,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,2.0,8.0,0.0,2.0,12.0,19.0,3.0,140.0,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,Clasp,Black,Quartz,50m - 160ft - 5atm,100.0,44.0,Mens,200.0,Bronson
FS5855,796483545205,C,44MM,Available,15.0,0,15.0,0.0,15,2.5,6.0,90.0,62.99999999999999,0.0,2021H3,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,1.0,0.0,7.0,15.0,1.75,125.99999999999999,Gray,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Grey,Quartz,50m - 160ft - 5atm,100.0,44.0,Mens,180.0,Bronson
FS5861,796483545328,C,45MM,Delivery more than 6 weeks,14.0,0,14.0,0.0,16,2.6666666666666665,5.25,95.0,66.5,0.0,2021H3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,2.0,3.0,13.0,14.0,3.25,133.0,Smoke,Japan - JP,2 - Year International Limited Warranty,Grey,Stainless Steel,Stainless Steel,Clasp,Digital,Digital,100m - 330ft - 10atm,100.0,45.0,Mens,190.0,Everett
FS5862,796483545335,C,45MM,Delivery more than 6 weeks,11.0,0,11.0,10.0,29,4.833333333333333,4.344827586206897,95.0,66.5,665.0,2021H3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,8.0,5.0,2.0,27.0,11.0,6.75,133.0,Gold,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,Clasp,Digital,Digital,100m - 330ft - 10atm,100.0,45.0,Mens,190.0,Everett
FS5874,796483556638,C,50MM,Available,36.0,0,36.0,0.0,34,5.666666666666667,6.352941176470588,90.0,62.99999999999999,0.0,2021H4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,22.0,1.0,2.0,27.0,36.0,6.75,125.99999999999999,Black,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,100.0,50.0,Mens,180.0,Bronson
FS5875,796483556232,C,50MM,Available,32.0,0,32.0,0.0,28,4.666666666666667,6.857142857142857,90.0,62.99999999999999,0.0,2021H4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,12.0,1.0,2.0,21.0,32.0,5.25,125.99999999999999,Black,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,100.0,50.0,Mens,180.0,Bronson
FS5876,796483556256,C,50MM,Available,26.0,0,26.0,0.0,34,5.666666666666667,4.588235294117647,100.0,70.0,0.0,2021H4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,21.0,1.0,3.0,26.0,26.0,6.5,140.0,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,Deployment,Black,Quartz,50m - 160ft - 5atm,100.0,50.0,Mens,200.0,Bronson
FS5877,796483556249,C,50MM,Available,46.0,0,46.0,10.0,84,14.0,4.0,100.0,70.0,700.0,2021H4,0.0,0.0,0.0,0.0,0.0,0.0,10.0,23.0,13.0,20.0,11.0,7.0,67.0,46.0,16.75,140.0,Gold,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,Deployment,Black,Quartz,50m - 160ft - 5atm,100.0,50.0,Mens,200.0,Bronson
FS5883,796483556621,C,42MM,Available,18.0,0,18.0,0.0,32,5.333333333333333,3.375,75.0,52.5,0.0,2021H4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,20.0,2.0,1.0,28.0,18.0,7.0,105.0,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,150.0,Machine
FS5893,796483561830,2022H1,42MM,Available,19.0,0,19.0,0.0,1,0.16666666666666666,114.0,75.0,52.5,0.0,2022H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,19.0,0.25,105.0,Blue,Japan - JP,2 - Year International Limited Warranty,Blue,Fabric,Resin,Buckle,Blue,Solar,100m - 330ft - 10atm,100.0,42.0,Mens,150.0,Fb - 01
FS5898,796483566897,2022H1,44MM,Available,30.0,0,30.0,0.0,0,0.0,0.0,90.0,62.99999999999999,0.0,2022H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,125.99999999999999,Silver,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Green,Quartz,50m - 160ft - 5atm,100.0,44.0,Mens,180.0,Bronson
FS5899,796483561854,2022H1,42MM,Available,28.0,0,28.0,0.0,2,0.3333333333333333,84.0,80.0,56.0,0.0,2022H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,28.0,0.5,112.0,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Green,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,160.0,Machine
FS5900,796483566873,2022H1,42MM,Available,27.0,0,27.0,0.0,3,0.5,54.0,70.0,49.0,0.0,2022H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,27.0,0.75,98.0,Smoke,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Grey,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,140.0,Machine
FS5901,796483566880,2022H1,42MM,Available,23.0,0,23.0,0.0,2,0.3333333333333333,69.0,70.0,49.0,0.0,2022H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,23.0,0.0,98.0,Black,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,140.0,Machine
FS5902,796483566910,2022H1,44MM,Available,20.0,0,20.0,0.0,0,0.0,0.0,80.0,56.0,0.0,2022H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,112.0,Silver,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Green,Quartz,50m - 160ft - 5atm,100.0,44.0,Mens,160.0,Neutra
FS5903,796483567061,2022H1,42MM,Available,19.0,0,19.0,0.0,1,0.16666666666666666,114.0,85.0,59.49999999999999,0.0,2022H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,0.25,118.99999999999999,Silver,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Blue,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,170.0,Neutra
FS5904,796483567078,2022H1,42MM,Available,20.0,0,20.0,0.0,0,0.0,0.0,85.0,59.49999999999999,0.0,2022H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,118.99999999999999,Silver,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,170.0,Neutra
FS5905,796483567054,2022H1,42MM,Available,16.0,0,16.0,0.0,4,0.6666666666666666,24.0,85.0,59.49999999999999,0.0,2022H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,16.0,1.0,118.99999999999999,Silver,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Silver,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,170.0,Neutra
FS5906,796483561892,2022H1,42MM,Available,14.0,0,14.0,0.0,6,1.0,14.0,95.0,66.5,0.0,2022H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,14.0,0.75,133.0,Silver,Japan - JP,2 - Year International Limited Warranty,Two-Tone,Stainless Steel,Stainless Steel,Fold-Over,Black,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,190.0,Neutra
FS5907,796483561908,2022H1,42MM,Available,0.0,0,0.0,20.0,0,0.0,0.0,95.0,66.5,1330.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Blue,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,190.0,Neutra
FS5908,796483561939,2022H1,42MM,Available,15.0,0,15.0,0.0,5,0.8333333333333334,18.0,90.0,62.99999999999999,0.0,2022H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,5.0,15.0,1.25,125.99999999999999,Gray,Japan - JP,2 - Year International Limited Warranty,Grey,Stainless Steel,Stainless Steel,Buckle,Green,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,180.0,Neutra
FS5911,796483562004,2022H1,42MM,Available,8.0,0,8.0,0.0,2,0.3333333333333333,24.0,75.0,52.5,0.0,2022H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,0.25,105.0,Clear,Japan - JP,2 - Year International Limited Warranty,Green,Fabric,Resin,Buckle,Black,Solar,100m - 330ft - 10atm,100.0,42.0,Mens,150.0,Fb - 01
FS5914,796483573949,2022H2,42MM,Delivery within 6 weeks,0.0,25,25.0,0.0,0,0.0,0.0,80.0,56.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,Blue,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Blue,Quartz,100m - 330ft - 10atm,100.0,42.0,Mens,160.0,Fb - 01
FS5915,796483573956,2022H2,42MM,Delivery within 6 weeks,0.0,20,20.0,0.0,0,0.0,0.0,90.0,62.99999999999999,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.99999999999999,White,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Buckle,White,Quartz,100m - 330ft - 10atm,100.0,42.0,Mens,180.0,Fb - 01
FS5916,796483570870,2022H2,44MM,Available,0.0,30,30.0,0.0,0,0.0,0.0,100.0,70.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,Blue,Japan - JP,2 - Year International Limited Warranty,Blue,Stainless Steel,Stainless Steel,Fold-Over,Blue,Quartz,50m - 160ft - 5atm,100.0,44.0,Mens,200.0,Bronson
FS5920,796483570801,2022H2,42MM,Available,0.0,30,30.0,0.0,0,0.0,0.0,70.0,49.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,Brown,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Brown,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,140.0,Machine
FS5921,796483572102,2022H2,42MM,Available,0.0,30,30.0,0.0,0,0.0,0.0,80.0,56.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,Black,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,160.0,Machine
FS5922,796483574380,2022H2,42MM,Available,0.0,30,30.0,0.0,0,0.0,0.0,80.0,56.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,White,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,White,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,160.0,Machine
FS5923,796483570832,2022H2,42MM,Available,0.0,30,30.0,0.0,0,0.0,0.0,70.0,49.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,Blue,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Blue,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,140.0,Dayliner
FS5924,796483570825,2022H2,42MM,Available,30.0,20,50.0,0.0,0,0.0,0.0,70.0,49.0,0.0,2022H2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,98.0,Blue,Japan - JP,2 - Year International Limited Warranty,Blue,Leather,Stainless Steel,Buckle,Blue,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,140.0,Dayliner
FS5925,796483570856,2022H2,42MM,Available,20.0,15,35.0,0.0,0,0.0,0.0,70.0,49.0,0.0,2022H2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,98.0,Green,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Green,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,140.0,Dayliner
FS5926,796483570849,2022H2,42MM,Available,0.0,30,30.0,0.0,0,0.0,0.0,70.0,49.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,Black,Japan - JP,2 - Year International Limited Warranty,Blue,Leather,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,140.0,Dayliner
FS5927,796483570863,2022H2,42MM,Available,0.0,20,20.0,0.0,0,0.0,0.0,70.0,49.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,Clear,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Clear,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,140.0,Dayliner
FS5928,796483573932,2022H2,42MM,Available,0.0,30,30.0,0.0,0,0.0,0.0,80.0,56.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,Blue,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Blue,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,160.0,Neutra minimalist
FS5929,796483570276,2022H1,42MM,Available,20.0,0,20.0,0.0,0,0.0,0.0,65.0,45.5,0.0,2022H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,91.0,Silver,Japan - JP,2 - Year International Limited Warranty,Multicolor,Nylon,Stainless Steel,Buckle,Red,Quartz,100m - 330ft - 10atm,100.0,42.0,Mens,130.0,Fb - 01
FS5930,796483575011,2022H2,44MM,Delivery within 6 weeks,0.0,0,0.0,0.0,0,0.0,0.0,65.0,45.5,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,Black,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,100.0,44.0,Mens,130.0,Neutra pride
FS5931,796483575035,2022H2,40MM,Delivery within 6 weeks,0.0,0,0.0,0.0,0,0.0,0.0,65.0,45.5,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,White,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,White,Quartz,50m - 160ft - 5atm,100.0,40.0,Mens,130.0,Neutra pride
JR1354,691464876166,B,50MM,Available,18.0,25,43.0,10.0,69,11.5,4.608695652173913,85.0,59.49999999999999,594.9999999999999,No status reported,41.0,93.0,124.0,397.0,193.0,0.0,34.0,12.0,7.0,11.0,20.0,3.0,50.0,18.0,12.5,118.99999999999999,Black,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0,50.0,Mens,170.0,Nate
JR1401,691464937362,B,50MM,Available,26.0,20,46.0,0.0,47,7.833333333333333,5.872340425531915,90.0,62.99999999999999,0.0,No status reported,30.0,106.0,165.0,216.0,89.0,0.0,35.0,5.0,10.0,16.0,1.0,2.0,32.0,26.0,8.0,125.99999999999999,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0,50.0,Mens,180.0,Nate
JR1437,691464976668,B,50MM,Delivery within 6 weeks,0.0,50,50.0,0.0,37,6.166666666666667,8.108108108108107,90.0,62.99999999999999,0.0,No status reported,27.0,86.0,145.0,147.0,192.0,20.0,34.0,8.0,7.0,11.0,0.0,0.0,26.0,0.0,6.5,125.99999999999999,Gray,Japan - JP,2 - Year International Limited Warranty,Grey,Stainless Steel,Stainless Steel,No clasp type reported,Grey,Quartz,50m - 160ft - 5atm,10000.0,50.0,Mens,180.0,Nate
JR1487,796483156814,B,50MM,Available,50.0,30,80.0,0.0,32,5.333333333333333,15.0,85.0,59.49999999999999,0.0,No status reported,47.0,112.0,186.0,260.0,152.0,35.0,31.0,8.0,4.0,7.0,0.0,0.0,19.0,50.0,4.75,118.99999999999999,Brown,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Brown,Quartz,50m - 160ft - 5atm,10000.0,50.0,Mens,170.0,Nate
LE1143SET,796483561120,2022H1,42MM,Out of stock,0.0,0,0.0,0.0,0,0.0,0.0,150.0,105.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,Black,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,Deployment,Black,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,300.0,Batman heritage le
ME1175,796483561922,2022H1,44MM,Delivery within 6 weeks,0.0,30,30.0,0.0,0,0.0,0.0,105.0,73.5,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,Silver,Thailand - TH,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Black,Mechanical,50m - 160ft - 5atm,100.0,44.0,Mens,210.0,Neutra
ME3098,796483211926,B,44MM,Available,27.0,0,27.0,0.0,8,1.3333333333333333,20.25,125.0,87.5,0.0,No status reported,0.0,3.0,6.0,20.0,23.0,18.0,33.0,1.0,0.0,1.0,1.0,0.0,3.0,27.0,0.75,175.0,Brown,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Brown,Automatic,50m - 160ft - 5atm,10000.0,44.0,Mens,250.0,Townsman
ME3099,796483212916,B,44MM,Available,9.0,30,39.0,0.0,37,6.166666666666667,6.324324324324324,95.0,66.5,0.0,No status reported,5.0,13.0,24.0,93.0,19.0,39.0,77.0,1.0,21.0,6.0,1.0,1.0,29.0,9.0,7.25,133.0,Skeleton,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Skeleton,Automatic,50m - 160ft - 5atm,10000.0,44.0,Mens,190.0,Grant
ME3110,796483226937,B,44MM,Available,35.0,25,60.0,0.0,30,5.0,12.0,120.0,84.0,0.0,No status reported,0.0,50.0,85.0,109.0,85.0,42.0,53.0,5.0,5.0,1.0,1.0,1.0,12.0,35.0,3.0,168.0,Blue,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Blue,Automatic,50m - 160ft - 5atm,10000.0,44.0,Mens,240.0,Townsman
ME3154,796483346352,A,48MM,Available,30.0,10,40.0,0.0,39,6.5,6.153846153846154,125.0,87.5,0.0,No status reported,0.0,0.0,23.0,72.0,38.0,0.0,21.0,0.0,5.0,20.0,2.0,0.0,27.0,30.0,6.75,175.0,Skeleton,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Skeleton,Automatic,50m - 160ft - 5atm,10000.0,48.0,Mens,250.0,Townsman
ME3155,796483346345,B,48MM,Available,22.0,10,32.0,0.0,23,3.8333333333333335,8.347826086956522,125.0,87.5,0.0,No status reported,0.0,0.0,15.0,15.0,13.0,14.0,27.0,1.0,1.0,11.0,1.0,0.0,14.0,22.0,3.5,175.0,Black,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,Buckle,Black,Automatic,50m - 160ft - 5atm,10000.0,48.0,Mens,250.0,Townsman
ME3160,796483424548,C,44MM,Limited availability,18.0,0,18.0,0.0,12,2.0,9.0,120.0,84.0,0.0,No status reported,0.0,0.0,0.0,0.0,7.0,26.0,5.0,3.0,3.0,1.0,0.0,0.0,7.0,18.0,1.75,168.0,Blue,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Blue,Automatic,No water resistance reported,10000.0,44.0,Mens,240.0,Neutra
ME3161,796483424555,C,44MM,Available,0.0,10,10.0,0.0,10,1.6666666666666667,6.0,120.0,84.0,0.0,2019H2,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,Gray,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Grey,Automatic,50m - 160ft - 5atm,10000.0,44.0,Mens,240.0,Neutra automatic
ME3170,796483471948,A,44MM,Available,35.0,0,35.0,0.0,34,5.666666666666667,6.1764705882352935,120.0,84.0,0.0,2019H4,0.0,0.0,0.0,0.0,0.0,20.0,47.0,6.0,1.0,3.0,2.0,0.0,12.0,35.0,3.0,168.0,Black,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,Buckle,Black,Automatic,50m - 160ft - 5atm,10000.0,44.0,Mens,240.0,Townsman auto
ME3171,796483471955,C,44MM,Available,27.0,20,47.0,0.0,23,3.8333333333333335,12.26086956521739,120.0,84.0,0.0,2019H4,0.0,0.0,0.0,0.0,0.0,20.0,40.0,2.0,1.0,2.0,1.0,0.0,6.0,27.0,1.5,168.0,White,Japan - JP,2 - Year International Limited Warranty,Blue,Leather,Stainless Steel,Buckle,White,Automatic,50m - 160ft - 5atm,10000.0,44.0,Mens,240.0,Townsman auto
